"Model","Scenario","Region","Variable","Unit","X1990","X1995","X2000","X2005","X2007","X2008","X2010","X2011","X2012","X2013","X2014","X2015","X2018","X2020","X2021","X2022","X2023","X2024","X2025","X2030","X2035","X2040","X2045","X2050","X2055","X2060","X2065","X2070","X2075","X2080","X2085","X2090","X2095","X2100","X2110","X2130","X2150","Category","Policy_category"
"POLES ENGAGE","EN_NPi2020_2500f","KOR","GDP|PPP","billion US$2010/yr",NA,NA,NA,1058.95434570312,NA,NA,1295.42199707031,NA,NA,NA,NA,1501.69738769531,NA,1704.4208984375,NA,NA,NA,NA,1961.21472167969,2202.0517578125,2420.64990234375,2620.87768554688,2800.74975585938,2978.8330078125,NA,3350.12670898438,NA,3573.88330078125,NA,3665.4091796875,NA,3777.76513671875,NA,3909.14624023438,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_2500f","MEX","GDP|PPP","billion US$2010/yr",NA,NA,NA,1475.318359375,NA,NA,1588.00598144531,NA,NA,NA,NA,1836.181640625,NA,2001.04516601562,NA,NA,NA,NA,2234.67114257812,2548.01782226562,2917.32055664062,3324.55346679688,3758.67309570312,4206.794921875,NA,5136.462890625,NA,6153.80322265625,NA,7325.72509765625,NA,8652.3701171875,NA,10177.6005859375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_2500f","RUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,2411.79931640625,NA,NA,2869.86352539062,NA,NA,NA,NA,3108.58032226562,NA,3337.53784179688,NA,NA,NA,NA,3666.33715820312,3819.79443359375,3972.18359375,4141.09765625,4293.7177734375,4450.57861328125,NA,5049.39453125,NA,6119.2060546875,NA,7402.8701171875,NA,8838.7353515625,NA,10493.236328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_2500f","SAU","GDP|PPP","billion US$2010/yr",NA,NA,NA,937.609680175781,NA,NA,1072.89929199219,NA,NA,NA,NA,1378.64184570312,NA,1458.70275878906,NA,NA,NA,NA,1641.65759277344,1813.24389648438,2007.80859375,2234.5654296875,2503.48608398438,2810.05810546875,NA,3462.59204101562,NA,4214.7861328125,NA,5131.28857421875,NA,6170.40478515625,NA,7263.82861328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_2500f","TUR","GDP|PPP","billion US$2010/yr",NA,NA,NA,953.849426269531,NA,NA,1118.74499511719,NA,NA,NA,NA,1576.69702148438,NA,1855.64477539062,NA,NA,NA,NA,2182.33471679688,2572.521484375,2990.07763671875,3454.38134765625,3997.27758789062,4594.6162109375,NA,5806.2373046875,NA,6657.21044921875,NA,7102.48486328125,NA,7510.890625,NA,7906.6162109375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_2500f","USA","GDP|PPP","billion US$2010/yr",NA,NA,NA,12602.109375,NA,NA,13182.033203125,NA,NA,NA,NA,14692.97265625,NA,16405.33203125,NA,NA,NA,NA,17788.201171875,19396.4296875,21211.244140625,23276.08984375,25646.087890625,28312.521484375,NA,34492.96484375,NA,41773.484375,NA,49024.40234375,NA,56071.328125,NA,62809.91796875,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_2500f","ZAF","GDP|PPP","billion US$2010/yr",NA,NA,NA,453.411743164062,NA,NA,528.159423828125,NA,NA,NA,NA,588.937744140625,NA,614.893249511719,NA,NA,NA,NA,670.490600585938,755.170349121094,864.766540527344,992.519897460938,1135.63891601562,1292.71435546875,NA,1656.70544433594,NA,1986.34765625,NA,2229.70190429688,NA,2443.818359375,NA,2626.15380859375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","ARG","GDP|PPP","billion US$2010/yr",NA,NA,NA,523.213806152344,NA,NA,664.375122070312,NA,NA,NA,NA,714.871276855469,NA,670.685913085938,NA,NA,NA,NA,763.339721679688,875.63037109375,993.241271972656,1115.32104492188,1243.92980957031,1386.43041992188,NA,1710.22326660156,NA,2054.8310546875,NA,2383.6611328125,NA,2712.77026367188,NA,3037.40014648438,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","AUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,684.505859375,NA,NA,788.045776367188,NA,NA,NA,NA,903.637390136719,NA,1016.42169189453,NA,NA,NA,NA,1158.23815917969,1317.43151855469,1504.02404785156,1724.89086914062,1981.58972167969,2278.341796875,NA,3001.67456054688,NA,3732.25854492188,NA,4400.8408203125,NA,5148.8984375,NA,6056.486328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","BRA","GDP|PPP","billion US$2010/yr",NA,NA,NA,1980.04748535156,NA,NA,2464.31762695312,NA,NA,NA,NA,2607.65209960938,NA,2652.21899414062,NA,NA,NA,NA,2975.42138671875,3295.27026367188,3626.34765625,3966.92504882812,4307.60400390625,4637.8798828125,NA,5280.7138671875,NA,5990.59521484375,NA,6812.93701171875,NA,7666.0498046875,NA,8550.119140625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","CAN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1125.61096191406,NA,NA,1191.93542480469,NA,NA,NA,NA,1326.0732421875,NA,1453.51281738281,NA,NA,NA,NA,1582.84753417969,1726.53137207031,1894.15795898438,2084.00317382812,2295.81884765625,2528.12109375,NA,3069.4384765625,NA,3675.4150390625,NA,4331.75390625,NA,5091.10888671875,NA,6035.3115234375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","CHN","GDP|PPP","billion US$2010/yr",NA,NA,NA,6403.46826171875,NA,NA,10943.0634765625,NA,NA,NA,NA,15984.6533203125,NA,21698.42578125,NA,NA,NA,NA,28312.314453125,34006.03515625,38935.58203125,43199.37109375,46886.44140625,50375.8203125,NA,58007.38671875,NA,63140.41015625,NA,65067.46875,NA,66270.6640625,NA,66946.3984375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","EU","GDP|PPP","billion US$2010/yr",NA,NA,NA,14101.40234375,NA,NA,14833.7119140625,NA,NA,NA,NA,15724.1630859375,NA,17130.47265625,NA,NA,NA,NA,18356.556640625,19583.7421875,20952.921875,22408.345703125,24059.384765625,25815.916015625,NA,29767.759765625,NA,34259.12109375,NA,38797.9921875,NA,43611.515625,NA,49056.70703125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","IDN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1332.58911132812,NA,NA,1761.59228515625,NA,NA,NA,NA,2305.24853515625,NA,2952.82421875,NA,NA,NA,NA,3810.96655273438,4717.54052734375,5719.8544921875,6858.4755859375,8127.09033203125,9488.3798828125,NA,12448.4970703125,NA,15228.638671875,NA,17607.4609375,NA,20144.48046875,NA,23018.697265625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","IND","GDP|PPP","billion US$2010/yr",NA,NA,NA,3371.48266601562,NA,NA,4731.91796875,NA,NA,NA,NA,6480.90478515625,NA,9114.921875,NA,NA,NA,NA,12978.509765625,17236.02734375,21909.646484375,27121.478515625,32870.62890625,39160.9296875,NA,53236.1640625,NA,68280.9765625,NA,82356.7265625,NA,95669.8671875,NA,107830.140625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","JPN","GDP|PPP","billion US$2010/yr",NA,NA,NA,3924.10522460938,NA,NA,3943.3310546875,NA,NA,NA,NA,4142.96484375,NA,4341.49755859375,NA,NA,NA,NA,4457.66357421875,4696.90625,5004.962890625,5321.21875,5640.26220703125,5961.13427734375,NA,6749.57080078125,NA,6886.1357421875,NA,6461.75146484375,NA,6214.04443359375,NA,6118.07275390625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","KOR","GDP|PPP","billion US$2010/yr",NA,NA,NA,1058.95434570312,NA,NA,1295.42199707031,NA,NA,NA,NA,1501.69738769531,NA,1704.4208984375,NA,NA,NA,NA,1961.21472167969,2202.0517578125,2420.64990234375,2620.87768554688,2800.74975585938,2978.8330078125,NA,3350.12670898438,NA,3573.88330078125,NA,3665.4091796875,NA,3777.76513671875,NA,3909.14624023438,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","MEX","GDP|PPP","billion US$2010/yr",NA,NA,NA,1475.318359375,NA,NA,1588.00598144531,NA,NA,NA,NA,1836.181640625,NA,2001.04516601562,NA,NA,NA,NA,2234.67114257812,2548.01782226562,2917.32055664062,3324.55346679688,3758.67309570312,4206.794921875,NA,5136.462890625,NA,6153.80322265625,NA,7325.72509765625,NA,8652.3701171875,NA,10177.6005859375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","RUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,2411.79931640625,NA,NA,2869.86352539062,NA,NA,NA,NA,3108.58032226562,NA,3337.53784179688,NA,NA,NA,NA,3666.33715820312,3819.79443359375,3972.18359375,4141.09765625,4293.7177734375,4450.57861328125,NA,5049.39453125,NA,6119.2060546875,NA,7402.8701171875,NA,8838.7353515625,NA,10493.236328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","SAU","GDP|PPP","billion US$2010/yr",NA,NA,NA,937.609680175781,NA,NA,1072.89929199219,NA,NA,NA,NA,1378.64184570312,NA,1458.70275878906,NA,NA,NA,NA,1641.65759277344,1813.24389648438,2007.80859375,2234.5654296875,2503.48608398438,2810.05810546875,NA,3462.59204101562,NA,4214.7861328125,NA,5131.28857421875,NA,6170.40478515625,NA,7263.82861328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","TUR","GDP|PPP","billion US$2010/yr",NA,NA,NA,953.849426269531,NA,NA,1118.74499511719,NA,NA,NA,NA,1576.69702148438,NA,1855.64477539062,NA,NA,NA,NA,2182.33471679688,2572.521484375,2990.07763671875,3454.38134765625,3997.27758789062,4594.6162109375,NA,5806.2373046875,NA,6657.21044921875,NA,7102.48486328125,NA,7510.890625,NA,7906.6162109375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","USA","GDP|PPP","billion US$2010/yr",NA,NA,NA,12602.109375,NA,NA,13182.033203125,NA,NA,NA,NA,14692.97265625,NA,16405.33203125,NA,NA,NA,NA,17788.201171875,19396.4296875,21211.244140625,23276.08984375,25646.087890625,28312.521484375,NA,34492.96484375,NA,41773.484375,NA,49024.40234375,NA,56071.328125,NA,62809.91796875,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000","ZAF","GDP|PPP","billion US$2010/yr",NA,NA,NA,453.411743164062,NA,NA,528.159423828125,NA,NA,NA,NA,588.937744140625,NA,614.893249511719,NA,NA,NA,NA,670.490600585938,755.170349121094,864.766540527344,992.519897460938,1135.63891601562,1292.71435546875,NA,1656.70544433594,NA,1986.34765625,NA,2229.70190429688,NA,2443.818359375,NA,2626.15380859375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","ARG","GDP|PPP","billion US$2010/yr",NA,NA,NA,523.213806152344,NA,NA,664.375122070312,NA,NA,NA,NA,714.871276855469,NA,670.685913085938,NA,NA,NA,NA,763.339721679688,875.63037109375,993.241271972656,1115.32104492188,1243.92980957031,1386.43041992188,NA,1710.22326660156,NA,2054.8310546875,NA,2383.6611328125,NA,2712.77026367188,NA,3037.40014648438,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","AUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,684.505859375,NA,NA,788.045776367188,NA,NA,NA,NA,903.637390136719,NA,1016.42169189453,NA,NA,NA,NA,1158.23815917969,1317.43151855469,1504.02404785156,1724.89086914062,1981.58972167969,2278.341796875,NA,3001.67456054688,NA,3732.25854492188,NA,4400.8408203125,NA,5148.8984375,NA,6056.486328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","BRA","GDP|PPP","billion US$2010/yr",NA,NA,NA,1980.04748535156,NA,NA,2464.31762695312,NA,NA,NA,NA,2607.65209960938,NA,2652.21899414062,NA,NA,NA,NA,2975.42138671875,3295.27026367188,3626.34765625,3966.92504882812,4307.60400390625,4637.8798828125,NA,5280.7138671875,NA,5990.59521484375,NA,6812.93701171875,NA,7666.0498046875,NA,8550.119140625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","CAN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1125.61096191406,NA,NA,1191.93542480469,NA,NA,NA,NA,1326.0732421875,NA,1453.51281738281,NA,NA,NA,NA,1582.84753417969,1726.53137207031,1894.15795898438,2084.00317382812,2295.81884765625,2528.12109375,NA,3069.4384765625,NA,3675.4150390625,NA,4331.75390625,NA,5091.10888671875,NA,6035.3115234375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","CHN","GDP|PPP","billion US$2010/yr",NA,NA,NA,6403.46826171875,NA,NA,10943.0634765625,NA,NA,NA,NA,15984.6533203125,NA,21698.42578125,NA,NA,NA,NA,28312.314453125,34006.03515625,38935.58203125,43199.37109375,46886.44140625,50375.8203125,NA,58007.38671875,NA,63140.41015625,NA,65067.46875,NA,66270.6640625,NA,66946.3984375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","EU","GDP|PPP","billion US$2010/yr",NA,NA,NA,14101.40234375,NA,NA,14833.7119140625,NA,NA,NA,NA,15724.1630859375,NA,17130.47265625,NA,NA,NA,NA,18356.556640625,19583.7421875,20952.921875,22408.345703125,24059.384765625,25815.916015625,NA,29767.759765625,NA,34259.12109375,NA,38797.9921875,NA,43611.515625,NA,49056.70703125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","IDN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1332.58911132812,NA,NA,1761.59228515625,NA,NA,NA,NA,2305.24853515625,NA,2952.82421875,NA,NA,NA,NA,3810.96655273438,4717.54052734375,5719.8544921875,6858.4755859375,8127.09033203125,9488.3798828125,NA,12448.4970703125,NA,15228.638671875,NA,17607.4609375,NA,20144.48046875,NA,23018.697265625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","IND","GDP|PPP","billion US$2010/yr",NA,NA,NA,3371.48266601562,NA,NA,4731.91796875,NA,NA,NA,NA,6480.90478515625,NA,9114.921875,NA,NA,NA,NA,12978.509765625,17236.02734375,21909.646484375,27121.478515625,32870.62890625,39160.9296875,NA,53236.1640625,NA,68280.9765625,NA,82356.7265625,NA,95669.8671875,NA,107830.140625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","JPN","GDP|PPP","billion US$2010/yr",NA,NA,NA,3924.10522460938,NA,NA,3943.3310546875,NA,NA,NA,NA,4142.96484375,NA,4341.49755859375,NA,NA,NA,NA,4457.66357421875,4696.90625,5004.962890625,5321.21875,5640.26220703125,5961.13427734375,NA,6749.57080078125,NA,6886.1357421875,NA,6461.75146484375,NA,6214.04443359375,NA,6118.07275390625,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","KOR","GDP|PPP","billion US$2010/yr",NA,NA,NA,1058.95434570312,NA,NA,1295.42199707031,NA,NA,NA,NA,1501.69738769531,NA,1704.4208984375,NA,NA,NA,NA,1961.21472167969,2202.0517578125,2420.64990234375,2620.87768554688,2800.74975585938,2978.8330078125,NA,3350.12670898438,NA,3573.88330078125,NA,3665.4091796875,NA,3777.76513671875,NA,3909.14624023438,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","MEX","GDP|PPP","billion US$2010/yr",NA,NA,NA,1475.318359375,NA,NA,1588.00598144531,NA,NA,NA,NA,1836.181640625,NA,2001.04516601562,NA,NA,NA,NA,2234.67114257812,2548.01782226562,2917.32055664062,3324.55346679688,3758.67309570312,4206.794921875,NA,5136.462890625,NA,6153.80322265625,NA,7325.72509765625,NA,8652.3701171875,NA,10177.6005859375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","RUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,2411.79931640625,NA,NA,2869.86352539062,NA,NA,NA,NA,3108.58032226562,NA,3337.53784179688,NA,NA,NA,NA,3666.33715820312,3819.79443359375,3972.18359375,4141.09765625,4293.7177734375,4450.57861328125,NA,5049.39453125,NA,6119.2060546875,NA,7402.8701171875,NA,8838.7353515625,NA,10493.236328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","SAU","GDP|PPP","billion US$2010/yr",NA,NA,NA,937.609680175781,NA,NA,1072.89929199219,NA,NA,NA,NA,1378.64184570312,NA,1458.70275878906,NA,NA,NA,NA,1641.65759277344,1813.24389648438,2007.80859375,2234.5654296875,2503.48608398438,2810.05810546875,NA,3462.59204101562,NA,4214.7861328125,NA,5131.28857421875,NA,6170.40478515625,NA,7263.82861328125,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","TUR","GDP|PPP","billion US$2010/yr",NA,NA,NA,953.849426269531,NA,NA,1118.74499511719,NA,NA,NA,NA,1576.69702148438,NA,1855.64477539062,NA,NA,NA,NA,2182.33471679688,2572.521484375,2990.07763671875,3454.38134765625,3997.27758789062,4594.6162109375,NA,5806.2373046875,NA,6657.21044921875,NA,7102.48486328125,NA,7510.890625,NA,7906.6162109375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","USA","GDP|PPP","billion US$2010/yr",NA,NA,NA,12602.109375,NA,NA,13182.033203125,NA,NA,NA,NA,14692.97265625,NA,16405.33203125,NA,NA,NA,NA,17788.201171875,19396.4296875,21211.244140625,23276.08984375,25646.087890625,28312.521484375,NA,34492.96484375,NA,41773.484375,NA,49024.40234375,NA,56071.328125,NA,62809.91796875,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_3000f","ZAF","GDP|PPP","billion US$2010/yr",NA,NA,NA,453.411743164062,NA,NA,528.159423828125,NA,NA,NA,NA,588.937744140625,NA,614.893249511719,NA,NA,NA,NA,670.490600585938,755.170349121094,864.766540527344,992.519897460938,1135.63891601562,1292.71435546875,NA,1656.70544433594,NA,1986.34765625,NA,2229.70190429688,NA,2443.818359375,NA,2626.15380859375,NA,NA,NA,"C6","P2a"
"POLES ENGAGE","EN_NPi2020_300f","ARG","GDP|PPP","billion US$2010/yr",NA,NA,NA,523.213806152344,NA,NA,664.375122070312,NA,NA,NA,NA,714.871276855469,NA,670.685913085938,NA,NA,NA,NA,763.339721679688,875.63037109375,993.241271972656,1115.32104492188,1243.92980957031,1386.43041992188,NA,1710.22326660156,NA,2054.8310546875,NA,2383.6611328125,NA,2712.77026367188,NA,3037.40014648438,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","AUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,684.505859375,NA,NA,788.045776367188,NA,NA,NA,NA,903.637390136719,NA,1016.42169189453,NA,NA,NA,NA,1158.23815917969,1317.43151855469,1504.02404785156,1724.89086914062,1981.58972167969,2278.341796875,NA,3001.67456054688,NA,3732.25854492188,NA,4400.8408203125,NA,5148.8984375,NA,6056.486328125,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","BRA","GDP|PPP","billion US$2010/yr",NA,NA,NA,1980.04748535156,NA,NA,2464.31762695312,NA,NA,NA,NA,2607.65209960938,NA,2652.21899414062,NA,NA,NA,NA,2975.42138671875,3295.27026367188,3626.34765625,3966.92504882812,4307.60400390625,4637.8798828125,NA,5280.7138671875,NA,5990.59521484375,NA,6812.93701171875,NA,7666.0498046875,NA,8550.119140625,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","CAN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1125.61096191406,NA,NA,1191.93542480469,NA,NA,NA,NA,1326.0732421875,NA,1453.51281738281,NA,NA,NA,NA,1582.84753417969,1726.53137207031,1894.15795898438,2084.00317382812,2295.81884765625,2528.12109375,NA,3069.4384765625,NA,3675.4150390625,NA,4331.75390625,NA,5091.10888671875,NA,6035.3115234375,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","CHN","GDP|PPP","billion US$2010/yr",NA,NA,NA,6403.46826171875,NA,NA,10943.0634765625,NA,NA,NA,NA,15984.6533203125,NA,21698.42578125,NA,NA,NA,NA,28312.314453125,34006.03515625,38935.58203125,43199.37109375,46886.44140625,50375.8203125,NA,58007.38671875,NA,63140.41015625,NA,65067.46875,NA,66270.6640625,NA,66946.3984375,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","EU","GDP|PPP","billion US$2010/yr",NA,NA,NA,14101.40234375,NA,NA,14833.7119140625,NA,NA,NA,NA,15724.1630859375,NA,17130.47265625,NA,NA,NA,NA,18356.556640625,19583.7421875,20952.921875,22408.345703125,24059.384765625,25815.916015625,NA,29767.759765625,NA,34259.12109375,NA,38797.9921875,NA,43611.515625,NA,49056.70703125,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","IDN","GDP|PPP","billion US$2010/yr",NA,NA,NA,1332.58911132812,NA,NA,1761.59228515625,NA,NA,NA,NA,2305.24853515625,NA,2952.82421875,NA,NA,NA,NA,3810.96655273438,4717.54052734375,5719.8544921875,6858.4755859375,8127.09033203125,9488.3798828125,NA,12448.4970703125,NA,15228.638671875,NA,17607.4609375,NA,20144.48046875,NA,23018.697265625,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","IND","GDP|PPP","billion US$2010/yr",NA,NA,NA,3371.48266601562,NA,NA,4731.91796875,NA,NA,NA,NA,6480.90478515625,NA,9114.921875,NA,NA,NA,NA,12978.509765625,17236.02734375,21909.646484375,27121.478515625,32870.62890625,39160.9296875,NA,53236.1640625,NA,68280.9765625,NA,82356.7265625,NA,95669.8671875,NA,107830.140625,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","JPN","GDP|PPP","billion US$2010/yr",NA,NA,NA,3924.10522460938,NA,NA,3943.3310546875,NA,NA,NA,NA,4142.96484375,NA,4341.49755859375,NA,NA,NA,NA,4457.66357421875,4696.90625,5004.962890625,5321.21875,5640.26220703125,5961.13427734375,NA,6749.57080078125,NA,6886.1357421875,NA,6461.75146484375,NA,6214.04443359375,NA,6118.07275390625,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","KOR","GDP|PPP","billion US$2010/yr",NA,NA,NA,1058.95434570312,NA,NA,1295.42199707031,NA,NA,NA,NA,1501.69738769531,NA,1704.4208984375,NA,NA,NA,NA,1961.21472167969,2202.0517578125,2420.64990234375,2620.87768554688,2800.74975585938,2978.8330078125,NA,3350.12670898438,NA,3573.88330078125,NA,3665.4091796875,NA,3777.76513671875,NA,3909.14624023438,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","MEX","GDP|PPP","billion US$2010/yr",NA,NA,NA,1475.318359375,NA,NA,1588.00598144531,NA,NA,NA,NA,1836.181640625,NA,2001.04516601562,NA,NA,NA,NA,2234.67114257812,2548.01782226562,2917.32055664062,3324.55346679688,3758.67309570312,4206.794921875,NA,5136.462890625,NA,6153.80322265625,NA,7325.72509765625,NA,8652.3701171875,NA,10177.6005859375,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","RUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,2411.79931640625,NA,NA,2869.86352539062,NA,NA,NA,NA,3108.58032226562,NA,3337.53784179688,NA,NA,NA,NA,3666.33715820312,3819.79443359375,3972.18359375,4141.09765625,4293.7177734375,4450.57861328125,NA,5049.39453125,NA,6119.2060546875,NA,7402.8701171875,NA,8838.7353515625,NA,10493.236328125,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","SAU","GDP|PPP","billion US$2010/yr",NA,NA,NA,937.609680175781,NA,NA,1072.89929199219,NA,NA,NA,NA,1378.64184570312,NA,1458.70275878906,NA,NA,NA,NA,1641.65759277344,1813.24389648438,2007.80859375,2234.5654296875,2503.48608398438,2810.05810546875,NA,3462.59204101562,NA,4214.7861328125,NA,5131.28857421875,NA,6170.40478515625,NA,7263.82861328125,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","TUR","GDP|PPP","billion US$2010/yr",NA,NA,NA,953.849426269531,NA,NA,1118.74499511719,NA,NA,NA,NA,1576.69702148438,NA,1855.64477539062,NA,NA,NA,NA,2182.33471679688,2572.521484375,2990.07763671875,3454.38134765625,3997.27758789062,4594.6162109375,NA,5806.2373046875,NA,6657.21044921875,NA,7102.48486328125,NA,7510.890625,NA,7906.6162109375,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","USA","GDP|PPP","billion US$2010/yr",NA,NA,NA,12602.109375,NA,NA,13182.033203125,NA,NA,NA,NA,14692.97265625,NA,16405.33203125,NA,NA,NA,NA,17788.201171875,19396.4296875,21211.244140625,23276.08984375,25646.087890625,28312.521484375,NA,34492.96484375,NA,41773.484375,NA,49024.40234375,NA,56071.328125,NA,62809.91796875,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_300f","ZAF","GDP|PPP","billion US$2010/yr",NA,NA,NA,453.411743164062,NA,NA,528.159423828125,NA,NA,NA,NA,588.937744140625,NA,614.893249511719,NA,NA,NA,NA,670.490600585938,755.170349121094,864.766540527344,992.519897460938,1135.63891601562,1292.71435546875,NA,1656.70544433594,NA,1986.34765625,NA,2229.70190429688,NA,2443.818359375,NA,2626.15380859375,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_400f","ARG","GDP|PPP","billion US$2010/yr",NA,NA,NA,523.213806152344,NA,NA,664.375122070312,NA,NA,NA,NA,714.871276855469,NA,670.685913085938,NA,NA,NA,NA,763.339721679688,875.63037109375,993.241271972656,1115.32104492188,1243.92980957031,1386.43041992188,NA,1710.22326660156,NA,2054.8310546875,NA,2383.6611328125,NA,2712.77026367188,NA,3037.40014648438,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_400f","AUS","GDP|PPP","billion US$2010/yr",NA,NA,NA,684.505859375,NA,NA,788.045776367188,NA,NA,NA,NA,903.637390136719,NA,1016.42169189453,NA,NA,NA,NA,1158.23815917969,1317.43151855469,1504.02404785156,1724.89086914062,1981.58972167969,2278.341796875,NA,3001.67456054688,NA,3732.25854492188,NA,4400.8408203125,NA,5148.8984375,NA,6056.486328125,NA,NA,NA,"C2","P2a"
"POLES ENGAGE","EN_NPi2020_400f","BRA","GDP|PPP","billion US$2010/yr",NA,NA,NA,1980.04748535156,NA,NA,2464.31762695312,NA,NA,NA,NA,2607.65209960938,NA,2652.21899414062,NA,NA,NA,NA,2975.42138671875,3295.27026367188,3626.34765625,3966.92504882812,4307.60400390625,4637.8798828125,NA,5280.7138671875,NA,5990.59521484375,NA,6812.93701171875,NA,7666.0498046875,NA,8550.119140625,NA,NA,NA,"C2","P2a"
